idx,l_angle_knee,r_angle_knee,l_angle_hip,r_angle_hip,back_ground_angle
1,86.29595217851508,84.7173961225204,135.6356028963803,139.48675369377324,0.7603209032082966
2,80.3209234216668,81.7598605720523,129.997663449087,135.6081525636773,0.4324127675382632
3,79.5659125154932,81.64904055192358,130.64822836582877,136.23338396942978,0.22079189172588184
4,75.80623803315376,80.42094493860974,128.48694349973414,134.8629715581037,0.34407219696569286
5,73.72548030110437,79.05696311265531,127.17489515072823,133.5579572773743,0.6965222205528185
6,80.24707722751741,82.09136468262292,132.86538449393143,136.84586629686885,0.011303609230939874
7,76.65082195625574,81.30102943040282,130.401656807109,136.61409413875808,0.13205933025245772
8,83.4547544574889,85.00701102168858,136.16213398326443,141.04310520606384,0.8902437795347882
9,76.91459217475929,83.06686020992962,131.01996691002645,138.61780186471717,0.24849609056992264
10,77.45030866014473,83.85882324514844,130.22027794515108,137.96750336200347,0.3575089702446426
11,84.27183249668549,85.41113672866193,135.56781140336886,140.048346823879,0.43996233031917215
12,81.33527273466655,85.14840175784929,132.82912935148525,138.99163851723003,0.4419922970815195
13,81.02213884223984,85.87047575799248,132.48684100825062,138.84507443597852,0.21910325133412073
14,82.79590321567238,86.45310808850263,134.2010469462635,140.43604496150044,0.44110162411307147
15,83.51792323631916,86.57154033103166,134.74912848807833,139.67346303947096,0.7754945624434016
16,86.73911160054779,88.20556235049119,137.92188919317707,142.20245659966088,1.3141964420167955
17,85.47406021032542,87.52648605068524,136.06629327416366,140.46841868964864,1.0906817913840234
18,89.58003540038388,89.76084074844319,140.76035889567325,143.74161899843318,3.167848948783687
19,81.7424406573871,85.2943484483386,132.898546016871,137.76751157736015,1.0954922269035343
20,84.21742481914377,86.48714108951964,135.66547264754445,139.6633719774306,1.405030917327733
21,90.17706646745636,90.27258067473666,143.0223179497538,145.33161966675578,4.473884878208115
22,90.33385360884604,90.53524699785426,144.6265852677861,147.2060791266148,5.854363377208107
23,90.64616713732192,91.05758321697733,144.68324580585556,147.7165437646877,5.785530896325803
24,88.38116958741044,89.34994505060992,139.9117228257068,142.99485362475437,2.2082144944994697
25,90.53985285209144,89.65089660851248,143.69158513003413,145.47690152221313,4.956291765868985
26,90.37598745817336,89.06058531898401,142.9394847857437,144.39008503432743,3.981941986568927
27,91.37197007469688,85.94511632110915,146.8787035045602,147.9090969259657,6.798349729851508
28,88.53695858711734,86.69962691805823,139.58465912339562,142.08059376487415,2.4731046271794925
29,90.45033024598733,85.74712731481038,142.6886426855072,141.34587701979632,4.755020739753387
30,91.4017678687032,84.56187653381693,146.01582932738881,144.48557094834382,6.214927346336579
31,85.50626309488288,80.45742216156661,142.99707649552127,144.44848386386,7.926643379152532
32,83.94606926271186,78.67706320653711,141.2831551011713,142.40772897901925,6.947189544382952
33,75.86052930936238,78.51098358659294,131.97670478180933,137.81530037942193,5.208590156482287
34,74.73349109931215,76.8952469901319,130.0092574815632,134.88876358488682,3.048684048028269
35,86.31331282968472,77.25591646580497,137.145358834421,134.389653509464,0.7557106760643549
36,70.65524536092725,73.4696990122188,124.03774533041562,125.75353138690143,3.4405917227436436
37,69.99353802402705,73.22848285985752,121.87619851378338,124.9772152056122,3.99533996898767
38,75.11449854028425,72.54777205928342,126.81962767369308,127.53308469940038,1.1011534837008705
39,73.38556340242545,70.61379376299918,124.2811427044701,125.09151584023053,2.318949167137148
40,72.96360995096931,69.61268348832931,122.80156428415816,123.83399407009694,3.62115871152449
41,72.59342716149676,69.16707973226133,120.08042163231498,121.61637638033677,5.323335160788214
42,72.2344592539604,67.90244258578953,117.19413149362286,118.91886283007385,7.884152167377869
43,70.02011446879482,65.97974318411504,114.09672349663755,116.4072022706276,10.124010859952058
44,73.1711332750874,60.98290176085126,111.71141952371123,110.97125084711764,15.29433915594412
45,87.50210062107826,79.52331759942608,120.91055836936975,123.4298715855517,12.028440586571131
46,84.689240504369,76.99469331944144,116.88986866358924,119.93135864247347,14.812945381726717
47,66.14268017876479,60.89962635574798,101.57971997060442,106.46457660229076,18.09856689858903
48,64.27442389201818,59.362119304721915,97.10600842730463,103.16584729395429,21.568249204814343
49,62.490408901801004,57.65271502210679,93.25877811529686,100.91280599832137,23.87240979081198
50,61.647938020761615,57.77878771651397,90.18888974917802,99.06870408684144,27.22083367598473
51,60.53794544862315,57.66591220983931,88.00343283927292,97.855994094608,28.971725418000727
52,59.596174348792175,55.413428429280664,86.19049609459105,94.92604553385678,30.759985189709788
53,58.15303080995582,53.24740160581028,84.09572646373937,91.43695408534848,32.77178901195917
54,58.4996591544521,54.139682960627255,81.49421359659857,89.66034856637204,35.622939305695645
55,52.37853965503406,52.576123167738935,79.44095558088368,90.50560982470132,35.07803615469055
56,59.92781856244813,58.3635105301717,78.4432448737476,88.93865099856089,38.18167840335383
57,60.276128058888375,57.29364048971478,76.453142628006,85.45124986150239,40.31656899716574
58,61.33799321958004,58.37095681683911,75.4626805374088,84.63619292679118,41.707709819951006
59,61.056367582176215,58.62442697669847,73.4616282532718,82.74923740214041,44.20611391052458
60,61.23075904503497,58.89010357126678,71.14664999260826,80.65057576312769,46.43697065080887
61,61.98859299702239,60.04274393412807,70.38978389950523,80.0485563318493,47.544619223227876
62,61.46397617703886,59.75987813897107,67.70611368824872,77.36148316306647,50.37887473667886
63,62.45623318026557,60.792396880863876,65.62344792595825,75.55539161650587,52.397364847581485
64,62.256836849903166,60.21926374925395,64.63818107104375,73.64220629795331,52.97171598565117
65,62.959529706240204,60.87704336833941,63.65345341684678,72.89192869702782,55.347184402625416
66,62.838818973804095,61.68753029820968,62.16600057950996,72.01013745936365,56.63768290016829
67,64.08907612217445,64.8503885447178,62.242787660903055,72.0750680499381,58.35210995432531
68,65.1924948519556,65.72827828747093,61.39979455290667,70.3517590228892,59.88706968239721
69,62.140798898072106,64.92671739117792,61.88485662927514,69.96520654244843,59.631912089337284
70,62.47572177348527,64.55613515537216,61.17709771839427,68.22882657167989,61.21890414101228
71,63.59206402616647,66.87970280187056,60.64372202921617,68.19154888896088,62.49286263996848
72,62.726814189247484,66.28258830878995,60.070967634915604,67.8443084859007,61.96000810712032
73,62.80829377574616,67.61451178186577,58.34446562485889,67.25631995113727,64.14345423179546
74,63.641687701497176,68.26906366678149,57.51013477719974,65.91929044428531,64.95934877087191
75,62.5624700616874,65.86963033288129,57.465454556864835,64.08604726021818,64.76448100536511
76,62.99294861915935,66.39055506729505,56.505884506552235,63.260361715474275,66.61334494255195
77,63.51464874827094,66.64325240960775,56.236591312470075,62.24461878320744,67.01255759858451
78,64.46504702580515,68.63422626995907,55.86989453997225,62.84817291836221,68.21482609867519
79,65.0831060719592,69.64974739525304,56.41793712012228,63.386912163807594,67.70751031383705
80,66.14230267111613,68.02979382691828,55.988451480515906,62.457609316598614,66.56230188417896
81,66.45797071827563,68.46597635174831,56.01134094337857,62.860112228722635,66.67429211853856
82,66.51552805168171,67.12759859502813,56.27683037443362,61.43703802301448,66.37660007236448
83,66.91058112502306,66.58698352429909,55.96400673010477,59.400965461764,67.3521883720792
84,67.9507683092966,67.84661268310133,55.18055191264703,58.87189043117054,68.69581963037002
85,69.13775925691523,68.08784232539932,55.785906940806754,58.30314399450595,68.43968402835283
86,69.07020437601017,68.49008329827204,55.43449734489133,58.60476078283119,68.51381671506573
87,69.49728341270003,67.64762482873213,55.942070162571085,57.14529215650811,68.85441744685173
88,70.83198389608467,68.28968837245844,56.065536551900976,56.18252846482212,69.20093167855508
89,71.59058423479782,68.32625153511862,57.27389749980665,56.67170211027636,68.51649249317188
90,71.31231313395038,67.79725185306259,56.55530270739143,55.60327670789303,69.41787962025916
91,72.94145890008384,67.18222671330423,57.827526798533825,53.25471154703579,69.52020687476526
92,72.3184485990074,65.86569255434476,57.91993456647579,52.55366061481805,69.6097542881093
93,72.2904255222261,65.48899746628368,58.41844676656914,52.226791962643965,69.12493076236399
94,71.95625638453079,64.26817931636155,59.02859072002711,51.15017808731524,68.43867502673028
95,71.17376610679614,62.661764457097675,59.693328303367416,49.76980907180516,67.8581888518188
96,71.53517982531312,63.956388536099446,60.29493065751251,49.872122254096446,67.55654845486528
97,71.24708391070882,63.26827685985372,61.1306615932082,50.423512000247264,67.11156748082404
98,71.42074265405772,63.783796269767436,60.97718855204845,50.731947946354495,67.38250620676749
99,70.88336023615602,63.61302263777284,61.428736160740705,51.60554728729106,66.6936601455539
100,70.31760147008762,62.57160438839034,61.9414478668509,51.17594142750141,65.8062882119617
101,70.78948057003949,62.77427873042592,61.87587669788998,50.986396384760134,66.49531320691497
102,70.42325189348016,62.9920418814515,62.29690273790615,52.242956787244395,66.12896716627993
103,70.90169340998287,63.5031490540225,63.123625857384006,53.05279284134092,65.93372287064126
104,70.96393618408227,63.90119194740861,62.04126791885654,52.29778756320288,67.28578449647797
