idx,l_angle_knee,r_angle_knee,l_angle_hip,r_angle_hip,back_ground_angle
370,61.48568116151455,59.711960698418196,71.43415941840577,80.85038776146558,46.63548064166149
371,62.431062343439244,59.62721377621116,72.61623796882554,81.82022032554609,46.236282426440745
372,63.041681363555504,60.29077775861322,74.00303045879468,82.72782856655996,44.518964019964436
373,62.22494551898366,60.218484570236576,73.32662716568032,83.04729842672258,45.135945457096966
374,62.94997612381822,60.717016358192055,73.4978844188921,82.87255665174452,45.468857860643595
375,62.09219207723809,60.212283153466196,75.21099321919806,84.21738346730882,43.74480304844078
376,62.14165369008909,60.18174367062268,76.56753466177304,85.15083306146721,41.22767563263276
377,63.277220780043756,60.54111876897683,77.78663305225298,86.0094643035047,41.27766434158653
378,61.07690604245708,59.42333396025432,77.72691555824964,87.43725879786611,39.54538737320361
379,60.317398710478216,58.057473055269575,78.80063056303484,88.38081969819929,38.364987459992484
380,59.98142180855097,59.06061991679478,79.28317432101085,90.25511346647801,36.94563174850832
381,59.77814472183995,58.66974107308129,79.71201869059924,90.01339529278064,36.439108544004306
382,55.87096829444198,57.77144386447283,82.99677322993905,94.39834276996453,33.43357462336978
383,59.7102139660825,58.06476472105041,83.104591404164,92.8181218420263,33.966293572834374
384,59.34697696600738,54.88759298709726,85.09341300759829,92.08822815215868,31.954915616737928
385,62.541458647390535,57.47847600197124,88.08974464119696,94.19905226038411,31.17080360313534
386,62.005289196683705,56.723385314891935,89.95231586815333,95.21390312839358,28.940963031928803
387,61.88839789310938,55.347465087589505,91.37123529918796,95.4882900148138,26.17047973066484
388,74.66690271482948,66.37851898986594,101.89627955775549,104.05510233642327,22.72570388808919
389,75.42519272459953,66.3586642079279,103.36020764792212,105.97788303856339,21.622073720746883
390,76.18104707464346,66.89084151928638,104.17129475365,106.60129427383187,21.74262050555616
391,76.50348791995498,68.00316043296769,105.93793785498352,108.47684434583716,19.713499369908742
392,77.88198839215876,70.12288209961035,110.32552481702776,112.75391183398882,15.95669546380308
393,80.22364301241987,73.40020104557233,112.47707612565448,116.23668302304915,14.828426445961252
394,78.09528706330686,68.80135903776517,112.64738386682531,113.794195347353,14.019056598926435
395,79.67473421153048,68.84284455937171,115.0122603433783,115.94072325825218,10.809921813449556
396,81.08831144369047,69.70806849495243,116.84215641157121,117.86058825447033,10.64004519281923
397,82.00192427107294,71.19924415481886,118.98735765381417,118.84220071073226,9.58965232062224
398,82.96688224684368,72.7137211074953,122.56908924803427,123.16555554777956,6.910485612833792
399,83.54898063011298,70.04566056109071,122.19690594770768,122.20199402114098,9.59457294742628
400,85.4803372746803,70.94529879452757,124.8266643070088,123.29535180851715,8.47054648974727
401,83.98557917383597,72.54439628039607,126.23214173032184,126.472518836025,6.232991696178342
402,89.05500109299741,74.97230676805073,129.58785971611357,126.20857414240271,7.046748319188909
403,90.99982306011553,77.0262180731997,131.74644760322303,130.22883207976528,4.8593603648260775
404,93.47136176044587,79.55481392620946,131.66268077079275,130.67665358950234,5.367123976482238
405,92.98821868785588,78.6884733200103,134.37730311944242,130.51004672200915,3.3853629732272412
406,94.12804933072859,81.13153414277899,137.15375565177285,134.73192417924426,1.4883120695283831
407,95.25306999218054,83.36687367112205,137.76780264747342,137.58240623224015,1.1887521636653526
408,95.92010120605322,83.3550126768932,139.57688588725225,138.36139132747041,0.1986356189895473
409,94.096331752334,83.7450694110512,139.30300662200108,139.29604299436807,0.07420447351292636
410,92.44416986524159,82.99668695604187,139.71358075768575,139.86597771301183,1.0864507108839665
411,92.79938659897724,85.9730344753059,140.60152171383137,143.06220460791283,1.986686314434483
412,89.22399973871002,85.5624784663348,142.02495219669456,145.07592665892108,4.980448218083445
413,90.95024993300132,87.70462196704321,144.144084989564,147.07112781014226,5.827392309678137
414,91.0022950255573,85.73560378934471,143.4985590628093,145.919039301233,5.34794693155621
415,89.66117219291957,86.94843203713394,144.09977797838266,148.18036921449504,6.285493186630326
416,92.57599346372062,88.69140083502856,147.6102580167925,150.59727023286703,8.36146707893076
417,90.96197335862777,87.02830424529067,147.33790938046766,150.39553922567384,8.973371800911197
418,88.92694828899171,86.31938335139552,144.91422697164262,146.56721562977643,8.127183490403496
419,91.68863747223162,90.73874296917064,141.34548793484305,145.29705792860457,2.9681325060610613
420,94.70089055960153,93.85505068079084,143.7022085045636,147.67007492353045,3.9360918131548193
421,91.3666608537374,93.15498838151089,143.24552409162953,146.29432435809267,5.2609825579716105
422,84.54927737161165,91.75382657480594,137.09114784174582,145.50375146203035,4.977701025078294
423,85.36988467355972,92.82098029747095,137.64142674945802,147.24500334118335,4.828885991506449
424,88.02362848168458,95.2385158284596,139.34999941167507,149.53559543258265,5.8642765576358205
425,87.87129406459478,93.66286399384919,138.23314853547882,147.6975259879565,4.84723061298025
426,93.53645730401189,95.83598740631092,142.74641746690682,147.42227685871873,5.015771427253178
427,85.99870933105456,93.59813243541461,136.04449416237705,145.97511086889116,4.676610418673868
428,86.50266515718302,93.41738264217497,136.8562008995339,145.86773645116912,3.6299645520613018
429,86.54834978720486,91.24000008875781,139.05431281701001,143.65663903332296,5.42237589567004
430,85.21229184492037,93.617156643084,135.63811932994776,145.89508157778107,3.8036285773959126
431,82.05170079970144,89.12913254442384,129.1917927980723,140.70325634795603,0.4138619416361936
432,95.88944627495346,97.59543863285417,147.82160468235355,152.56499576161283,7.9681596370449235
433,83.20415624551421,92.16759811448095,133.90866826978572,144.91619005745005,3.868685333994908
434,81.73503219635988,89.50803073477158,133.42754210026987,144.1641513356234,3.610350724222146
435,82.981666581615,90.1241090974156,133.75282154152535,143.7156441567188,3.046877601477688
436,83.79288147307923,91.59300771077538,135.88578653719108,146.07256542879634,4.32841088888738
437,86.55951537824134,94.24935232596381,137.2383525915418,146.91866977512947,3.863984526224983
438,88.17634614397234,95.69575361693471,139.81723432030435,149.21221167680503,4.582842518792428
439,90.261635532659,95.75026077957595,140.63527061435488,148.62079293830925,4.0412083302722674
440,93.99193029117193,90.00638451245251,148.54916233628845,151.24529339847643,7.999880663125845
441,92.4016795957809,88.14819244945993,147.0398773665155,146.87877591048493,8.144891884508233
442,92.49592574800565,84.03755344647718,146.9062858083101,145.9586733513136,7.967970691739609
443,95.13783408500248,86.75111246357218,144.648659575473,143.91396463638537,4.002237249887987
444,96.25152922097136,86.59484599643785,144.2349123214592,144.23347525815097,4.22943498813724
445,96.74952627606406,84.79282171890868,142.90589114727888,141.33731238388938,2.023807165517772
446,95.89705518453502,83.7853372195605,140.25890584803548,138.32527204243644,1.1725324922139928
447,81.06049665992981,71.64432158407762,130.32761357165353,128.34115932801203,0.775722592194573
