idx,l_angle_knee,r_angle_knee,l_angle_hip,r_angle_hip,back_ground_angle,dist_ankle,dist_knee,dist_hip
189,58.485359384130454,51.87119605857326,118.88171054613048,118.51952890745942,5.32435357201363,42.61215679732705,89.55995810343484,50.09113829599206
190,58.970205310513435,51.931819137921224,120.4799261874257,120.10469074389391,4.348188290982984,46.74332270897682,96.07726223319571,53.68550098731014
191,58.892632958755414,51.64046513395648,121.70260259022645,120.98852584037168,4.125152665566829,49.691144082694485,100.65097495628976,56.180427497724175
192,58.71390960725727,52.487430544498345,122.00257527681651,121.6981597957654,3.6103412577211214,46.22944502303406,96.03707599583552,57.32849905267473
193,58.770366280056734,52.823899465964395,122.23059923358063,122.79928358893821,2.216087257795829,48.164982452341135,93.4752775263402,58.379390747086525
194,59.00323115219866,53.87141526921691,123.83037749738405,124.98091053883421,0.29031495195293117,47.098285444479856,90.72945982746684,58.283025252564016
195,58.02431860987121,56.018387374675136,124.75042687573674,128.09249986115861,2.1241946745501523,43.280015237612545,72.28597488321778,56.98793402180417
196,61.230955151658485,57.4741856637465,127.54495695265919,129.4547541087991,3.1960944406253384,45.74137035739655,84.23667837381268,60.09599395135332
197,60.97609694644383,56.077170185788695,127.2660570076711,128.14965230703518,1.898853420865359,45.22682261626932,93.1318888612445,64.68143504460524
198,59.25339730267017,55.84124275733599,125.73420291043776,127.06399294966789,1.452326211345711,44.219479944047684,92.6713833972131,68.47663525005181
199,60.84521885958245,57.964992406904784,129.28618835303612,131.8995471415669,4.107645230106238,38.681494685167145,87.1467342249694,71.39639018588296
200,72.62674285522814,63.64398377488724,135.57771782111305,132.79202818152044,1.5090638652253565,66.30642312818816,127.10599209601429,80.7868959447209
201,55.892899211673054,62.25666935080621,125.27513359401725,133.16781507500716,1.543404062429829,46.20802437536523,45.683772224519615,70.83894346362943
202,72.61130102123968,65.08550664871078,137.30139476211892,136.15257356352734,2.992127072560999,65.11649161523616,116.64206944119081,80.91918768939505
203,55.75946411411671,63.42803255871965,124.16212357524923,133.2733000937547,0.25516652524885625,43.109031765923966,41.34636905593078,74.62200004217185
204,63.44882892903428,67.0416191114735,128.5295033231966,138.59266564522522,5.927179704113479,7.918867207964178,25.300624438794927,69.01338445785242
205,58.1492799561442,63.265272047247244,117.92227021956747,130.8701302743435,2.5289352142565815,5.851627661519826,31.173162800495998,65.6408313400026
206,63.27876423337651,67.16966522780587,125.87236360776409,136.76644701205498,3.208308376199781,9.850488259474204,23.390412003882645,69.46740626313654
207,62.86840279734996,67.14887396160066,129.228543817782,138.82179449476806,7.287228593574086,3.773653563736627,30.291233675277244,71.83140458688264
